pruid,prname,date,numtotal,numdeathstoday
61,Northwest Territories,2020-04-22,5,0
62,Nunavut,2020-04-22,0,0
99,Repatriated travellers,2020-04-22,13,
1,Canada,2020-04-22,40190,140
59,British Columbia,2020-04-23,1824,4
48,Alberta,2020-04-23,3720,1
47,Saskatchewan,2020-04-23,331,0
46,Manitoba,2020-04-23,262,0
35,Ontario,2020-04-23,12879,54
24,Quebec,2020-04-23,21838,109
10,Newfoundland and Labrador,2020-04-23,256,0
13,New Brunswick,2020-04-23,118,0
12,Nova Scotia,2020-04-23,827,4
11,Prince Edward Island,2020-04-23,26,0
60,Yukon,2020-04-23,11,0
61,Northwest Territories,2020-04-23,5,0
62,Nunavut,2020-04-23,0,0
99,Repatriated travellers,2020-04-23,13,
1,Canada,2020-04-23,42110,172
59,British Columbia,2020-04-24,1853,4
48,Alberta,2020-04-24,4017,5
47,Saskatchewan,2020-04-24,341,0
46,Manitoba,2020-04-24,263,0
35,Ontario,2020-04-24,13519,50
24,Quebec,2020-04-24,22616,97
10,Newfoundland and Labrador,2020-04-24,256,0
13,New Brunswick,2020-04-24,118,0
12,Nova Scotia,2020-04-24,850,0
11,Prince Edward Island,2020-04-24,26,0
60,Yukon,2020-04-24,11,0
61,Northwest Territories,2020-04-24,5,0
62,Nunavut,2020-04-24,0,0
99,Repatriated travellers,2020-04-24,13,
1,Canada,2020-04-24,43888,156
59,British Columbia,2020-04-25,1948,2
48,Alberta,2020-04-25,4233,1
47,Saskatchewan,2020-04-25,349,0
46,Manitoba,2020-04-25,267,0
35,Ontario,2020-04-25,13995,48
24,Quebec,2020-04-25,23267,106
10,Newfoundland and Labrador,2020-04-25,257,0
13,New Brunswick,2020-04-25,118,0
12,Nova Scotia,2020-04-25,865,6
11,Prince Edward Island,2020-04-25,26,0
60,Yukon,2020-04-25,11,0
61,Northwest Territories,2020-04-25,5,0
62,Nunavut,2020-04-25,0,0
99,Repatriated travellers,2020-04-25,13,
1,Canada,2020-04-25,45354,163
59,British Columbia,2020-04-26,1948,0
48,Alberta,2020-04-26,4480,0
47,Saskatchewan,2020-04-26,353,0
46,Manitoba,2020-04-26,271,0
35,Ontario,2020-04-26,14432,24
24,Quebec,2020-04-26,24107,69
10,Newfoundland and Labrador,2020-04-26,258,0
13,New Brunswick,2020-04-26,118,0
12,Nova Scotia,2020-04-26,873,2
11,Prince Edward Island,2020-04-26,26,0
60,Yukon,2020-04-26,11,0
61,Northwest Territories,2020-04-26,5,0
62,Nunavut,2020-04-26,0,0
99,Repatriated travellers,2020-04-26,13,
1,Canada,2020-04-26,46895,95
59,British Columbia,2020-04-27,1998,3
48,Alberta,2020-04-27,4696,2
47,Saskatchewan,2020-04-27,365,1
46,Manitoba,2020-04-27,272,0
35,Ontario,2020-04-27,14856,57
24,Quebec,2020-04-27,24982,84
10,Newfoundland and Labrador,2020-04-27,258,0
13,New Brunswick,2020-04-27,118,0
12,Nova Scotia,2020-04-27,900,0
11,Prince Edward Island,2020-04-27,26,0
60,Yukon,2020-04-27,11,0
61,Northwest Territories,2020-04-27,5,0
62,Nunavut,2020-04-27,0,0
99,Repatriated travellers,2020-04-27,13,
1,Canada,2020-04-27,48500,147
59,British Columbia,2020-04-28,2053,2
48,Alberta,2020-04-28,4850,5
47,Saskatchewan,2020-04-28,366,0
46,Manitoba,2020-04-28,272,0
35,Ontario,2020-04-28,15381,59
24,Quebec,2020-04-28,25757,83
10,Newfoundland and Labrador,2020-04-28,258,0
13,New Brunswick,2020-04-28,118,0
12,Nova Scotia,2020-04-28,915,3
11,Prince Edward Island,2020-04-28,27,0
60,Yukon,2020-04-28,11,0
61,Northwest Territories,2020-04-28,5,0
62,Nunavut,2020-04-28,0,0
99,Repatriated travellers,2020-04-28,13,
1,Canada,2020-04-28,50026,152
59,British Columbia,2020-04-29,2087,4
48,Alberta,2020-04-29,5165,7
47,Saskatchewan,2020-04-29,383,1
46,Manitoba,2020-04-29,273,0
35,Ontario,2020-04-29,15728,45
24,Quebec,2020-04-29,26594,79
10,Newfoundland and Labrador,2020-04-29,258,0
13,New Brunswick,2020-04-29,118,0
12,Nova Scotia,2020-04-29,935,1
11,Prince Edward Island,2020-04-29,27,0
60,Yukon,2020-04-29,11,0
61,Northwest Territories,2020-04-29,5,0
62,Nunavut,2020-04-29,0,0
99,Repatriated travellers,2020-04-29,13,
1,Canada,2020-04-29,51597,137
59,British Columbia,2020-04-30,2112,2
48,Alberta,2020-04-30,5355,2
47,Saskatchewan,2020-04-30,389,0
46,Manitoba,2020-04-30,275,0
35,Ontario,2020-04-30,16187,86
24,Quebec,2020-04-30,27538,98
10,Newfoundland and Labrador,2020-04-30,258,0
13,New Brunswick,2020-04-30,118,0
12,Nova Scotia,2020-04-30,947,0
11,Prince Edward Island,2020-04-30,27,0
60,Yukon,2020-04-30,11,0
61,Northwest Territories,2020-04-30,5,0
62,Nunavut,2020-04-30,0,0
99,Repatriated travellers,2020-04-30,13,
1,Canada,2020-04-30,53236,188
59,British Columbia,2020-05-01,2145,1
48,Alberta,2020-05-01,5573,3
47,Saskatchewan,2020-05-01,415,0
46,Manitoba,2020-05-01,279,0
35,Ontario,2020-05-01,16608,39
24,Quebec,2020-05-01,28648,163
10,Newfoundland and Labrador,2020-05-01,259,0
13,New Brunswick,2020-05-01,118,0
12,Nova Scotia,2020-05-01,959,1
11,Prince Edward Island,2020-05-01,27,0
60,Yukon,2020-05-01,11,0
61,Northwest Territories,2020-05-01,5,0
62,Nunavut,2020-05-01,0,0
99,Repatriated travellers,2020-05-01,13,
1,Canada,2020-05-01,55061,207
59,British Columbia,2020-05-02,2171,2
48,Alberta,2020-05-02,5670,2
47,Saskatchewan,2020-05-02,421,0
46,Manitoba,2020-05-02,280,0
35,Ontario,2020-05-02,17119,55
24,Quebec,2020-05-02,29656,114
10,Newfoundland and Labrador,2020-05-02,259,0
13,New Brunswick,2020-05-02,118,0
12,Nova Scotia,2020-05-02,963,2
11,Prince Edward Island,2020-05-02,27,0
60,Yukon,2020-05-02,11,0
61,Northwest Territories,2020-05-02,5,0
62,Nunavut,2020-05-02,0,0
99,Repatriated travellers,2020-05-02,13,
1,Canada,2020-05-02,56714,175
59,British Columbia,2020-05-03,2171,0
48,Alberta,2020-05-03,5766,1
47,Saskatchewan,2020-05-03,433,0
46,Manitoba,2020-05-03,281,0
35,Ontario,2020-05-03,17553,40
24,Quebec,2020-05-03,31865,69
10,Newfoundland and Labrador,2020-05-03,259,0
13,New Brunswick,2020-05-03,118,0
12,Nova Scotia,2020-05-03,971,6
11,Prince Edward Island,2020-05-03,27,0
60,Yukon,2020-05-03,11,0
61,Northwest Territories,2020-05-03,5,0
62,Nunavut,2020-05-03,0,0
99,Repatriated travellers,2020-05-03,13,0
1,Canada,2020-05-03,59474,116
59,British Columbia,2020-05-04,2224,3
48,Alberta,2020-05-04,5836,9
47,Saskatchewan,2020-05-04,467,0
46,Manitoba,2020-05-04,281,0
35,Ontario,2020-05-04,17923,84
24,Quebec,2020-05-04,32623,75
10,Newfoundland and Labrador,2020-05-04,259,0
13,New Brunswick,2020-05-04,118,0
12,Nova Scotia,2020-05-04,985,1
11,Prince Edward Island,2020-05-04,27,0
60,Yukon,2020-05-04,11,0
61,Northwest Territories,2020-05-04,5,0
62,Nunavut,2020-05-04,0,0
99,Repatriated travellers,2020-05-04,13,
1,Canada,2020-05-04,60772,172
59,British Columbia,2020-05-05,2232,4
48,Alberta,2020-05-05,5893,2
47,Saskatchewan,2020-05-05,487,0
46,Manitoba,2020-05-05,282,1
35,Ontario,2020-05-05,18310,61
24,Quebec,2020-05-05,33417,118
10,Newfoundland and Labrador,2020-05-05,259,0
13,New Brunswick,2020-05-05,119,0
12,Nova Scotia,2020-05-05,991,3
11,Prince Edward Island,2020-05-05,27,0
60,Yukon,2020-05-05,11,0
61,Northwest Territories,2020-05-05,5,0
62,Nunavut,2020-05-05,0,0
99,Repatriated travellers,2020-05-05,13,
1,Canada,2020-05-05,62046,189
59,British Columbia,2020-05-06,2255,3
48,Alberta,2020-05-06,5963,6
47,Saskatchewan,2020-05-06,512,0
46,Manitoba,2020-05-06,283,0
35,Ontario,2020-05-06,18722,68
24,Quebec,2020-05-06,34327,112
10,Newfoundland and Labrador,2020-05-06,259,0
13,New Brunswick,2020-05-06,120,0
12,Nova Scotia,2020-05-06,998,0
11,Prince Edward Island,2020-05-06,27,0
60,Yukon,2020-05-06,11,0
61,Northwest Territories,2020-05-06,5,0
62,Nunavut,2020-05-06,0,0
99,Repatriated travellers,2020-05-06,13,
1,Canada,2020-05-06,63495,189
59,British Columbia,2020-05-07,2288,2
48,Alberta,2020-05-07,6017,2
47,Saskatchewan,2020-05-07,531,0
46,Manitoba,2020-05-07,283,0
35,Ontario,2020-05-07,19121,48
24,Quebec,2020-05-07,35238,121
10,Newfoundland and Labrador,2020-05-07,260,0
13,New Brunswick,2020-05-07,120,0
12,Nova Scotia,2020-05-07,1007,3
11,Prince Edward Island,2020-05-07,27,0
60,Yukon,2020-05-07,11,0
61,Northwest Territories,2020-05-07,5,0
62,Nunavut,2020-05-07,0,0
99,Repatriated travellers,2020-05-07,13,
1,Canada,2020-05-07,64921,176
59,British Columbia,2020-05-08,2315,1
48,Alberta,2020-05-08,6098,1
47,Saskatchewan,2020-05-08,544,0
46,Manitoba,2020-05-08,284,0
35,Ontario,2020-05-08,19598,63
24,Quebec,2020-05-08,36150,94
10,Newfoundland and Labrador,2020-05-08,260,0
13,New Brunswick,2020-05-08,120,0
12,Nova Scotia,2020-05-08,1008,2
11,Prince Edward Island,2020-05-08,27,0
60,Yukon,2020-05-08,11,0
61,Northwest Territories,2020-05-08,5,0
62,Nunavut,2020-05-08,0,0
99,Repatriated travellers,2020-05-08,13,
1,Canada,2020-05-08,66433,161
59,British Columbia,2020-05-09,2330,2
48,Alberta,2020-05-09,6157,1
47,Saskatchewan,2020-05-09,553,0
46,Manitoba,2020-05-09,284,0
35,Ontario,2020-05-09,19944,59
24,Quebec,2020-05-09,36986,61
10,Newfoundland and Labrador,2020-05-09,260,0
13,New Brunswick,2020-05-09,120,0
12,Nova Scotia,2020-05-09,1011,1
11,Prince Edward Island,2020-05-09,27,0
60,Yukon,2020-05-09,11,0
61,Northwest Territories,2020-05-09,5,0
62,Nunavut,2020-05-09,0,0
99,Repatriated travellers,2020-05-09,13,
1,Canada,2020-05-09,67701,124
59,British Columbia,2020-05-10,2330,0
48,Alberta,2020-05-10,6253,1
47,Saskatchewan,2020-05-10,564,0
46,Manitoba,2020-05-10,287,0
35,Ontario,2020-05-10,20238,35
24,Quebec,2020-05-10,37721,142
10,Newfoundland and Labrador,2020-05-10,260,0
13,New Brunswick,2020-05-10,120,0
12,Nova Scotia,2020-05-10,1018,0
11,Prince Edward Island,2020-05-10,27,0
60,Yukon,2020-05-10,11,0
61,Northwest Territories,2020-05-10,5,0
62,Nunavut,2020-05-10,0,0
99,Repatriated travellers,2020-05-10,13,
1,Canada,2020-05-10,68847,178
59,British Columbia,2020-05-11,2353,1
48,Alberta,2020-05-11,6300,0
47,Saskatchewan,2020-05-11,568,0
46,Manitoba,2020-05-11,289,0
35,Ontario,2020-05-11,20546,35
24,Quebec,2020-05-11,38469,85
10,Newfoundland and Labrador,2020-05-11,260,0
13,New Brunswick,2020-05-11,120,0
12,Nova Scotia,2020-05-11,1019,1
11,Prince Edward Island,2020-05-11,27,0
60,Yukon,2020-05-11,11,0
61,Northwest Territories,2020-05-11,5,0
62,Nunavut,2020-05-11,0,0
99,Repatriated travellers,2020-05-11,13,
1,Canada,2020-05-11,69980,122
59,British Columbia,2020-05-12,2360,1
48,Alberta,2020-05-12,6345,1
47,Saskatchewan,2020-05-12,573,0
46,Manitoba,2020-05-12,289,0
35,Ontario,2020-05-12,20907,56
24,Quebec,2020-05-12,39225,118
10,Newfoundland and Labrador,2020-05-12,260,0
13,New Brunswick,2020-05-12,120,0
12,Nova Scotia,2020-05-12,1020,0
11,Prince Edward Island,2020-05-12,27,0
60,Yukon,2020-05-12,11,0
61,Northwest Territories,2020-05-12,5,0
62,Nunavut,2020-05-12,0,0
99,Repatriated travellers,2020-05-12,13,
1,Canada,2020-05-12,71155,176
59,British Columbia,2020-05-13,2376,1
48,Alberta,2020-05-13,6407,2
47,Saskatchewan,2020-05-13,577,0
46,Manitoba,2020-05-13,289,0
35,Ontario,2020-05-13,21236,40
24,Quebec,2020-05-13,39931,89
10,Newfoundland and Labrador,2020-05-13,260,0
13,New Brunswick,2020-05-13,120,0
12,Nova Scotia,2020-05-13,1024,3
11,Prince Edward Island,2020-05-13,27,0
60,Yukon,2020-05-13,11,0
61,Northwest Territories,2020-05-13,5,0
62,Nunavut,2020-05-13,0,0
99,Repatriated travellers,2020-05-13,13,
1,Canada,2020-05-13,72276,135
59,British Columbia,2020-05-14,2392,3
48,Alberta,2020-05-14,6457,1
47,Saskatchewan,2020-05-14,582,0
46,Manitoba,2020-05-14,289,0
35,Ontario,2020-05-14,21581,33
24,Quebec,2020-05-14,40724,131
10,Newfoundland and Labrador,2020-05-14,260,0
13,New Brunswick,2020-05-14,120,0
12,Nova Scotia,2020-05-14,1026,0
11,Prince Edward Island,2020-05-14,27,0
60,Yukon,2020-05-14,11,0
61,Northwest Territories,2020-05-14,5,0
62,Nunavut,2020-05-14,0,0
99,Repatriated travellers,2020-05-14,13,
1,Canada,2020-05-14,73487,168
59,British Columbia,2020-05-15,2407,5
48,Alberta,2020-05-15,6515,4
47,Saskatchewan,2020-05-15,590,0
46,Manitoba,2020-05-15,289,0
35,Ontario,2020-05-15,21922,32
24,Quebec,2020-05-15,41420,50
10,Newfoundland and Labrador,2020-05-15,260,0
13,New Brunswick,2020-05-15,120,0
12,Nova Scotia,2020-05-15,1034,4
11,Prince Edward Island,2020-05-15,27,0
60,Yukon,2020-05-15,11,0
61,Northwest Territories,2020-05-15,5,0
62,Nunavut,2020-05-15,0,0
99,Repatriated travellers,2020-05-15,13,
1,Canada,2020-05-15,74613,95
59,British Columbia,2020-05-16,2428,1
48,Alberta,2020-05-16,6587,1
47,Saskatchewan,2020-05-16,591,0
46,Manitoba,2020-05-16,289,0
35,Ontario,2020-05-16,22313,33
24,Quebec,2020-05-16,42183,82
10,Newfoundland and Labrador,2020-05-16,260,0
13,New Brunswick,2020-05-16,120,0
12,Nova Scotia,2020-05-16,1037,0
11,Prince Edward Island,2020-05-16,27,0
60,Yukon,2020-05-16,11,0
61,Northwest Territories,2020-05-16,5,0
62,Nunavut,2020-05-16,0,0
99,Repatriated travellers,2020-05-16,13,
1,Canada,2020-05-16,75864,117
59,British Columbia,2020-05-17,2428,0
48,Alberta,2020-05-17,6644,1
47,Saskatchewan,2020-05-17,592,0
46,Manitoba,2020-05-17,289,0
35,Ontario,2020-05-17,22653,23
24,Quebec,2020-05-17,42920,79
10,Newfoundland and Labrador,2020-05-17,260,0
13,New Brunswick,2020-05-17,120,0
12,Nova Scotia,2020-05-17,1040,0
11,Prince Edward Island,2020-05-17,27,0
60,Yukon,2020-05-17,11,0
61,Northwest Territories,2020-05-17,5,0
62,Nunavut,2020-05-17,0,0
99,Repatriated travellers,2020-05-17,13,
1,Canada,2020-05-17,77002,103
59,British Columbia,2020-05-18,2444,2
48,Alberta,2020-05-18,6683,1
47,Saskatchewan,2020-05-18,592,0
46,Manitoba,2020-05-18,290,0
35,Ontario,2020-05-18,22957,23
24,Quebec,2020-05-18,43627,34
10,Newfoundland and Labrador,2020-05-18,260,0
13,New Brunswick,2020-05-18,120,0
12,Nova Scotia,2020-05-18,1043,0
11,Prince Edward Island,2020-05-18,27,0
60,Yukon,2020-05-18,11,0
61,Northwest Territories,2020-05-18,5,0
62,Nunavut,2020-05-18,0,0
99,Repatriated travellers,2020-05-18,13,
1,Canada,2020-05-18,78072,60
59,British Columbia,2020-05-19,2446,3
48,Alberta,2020-05-19,6716,0
47,Saskatchewan,2020-05-19,599,0
46,Manitoba,2020-05-19,290,0
35,Ontario,2020-05-19,23384,15
24,Quebec,2020-05-19,44197,51
10,Newfoundland and Labrador,2020-05-19,260,0
13,New Brunswick,2020-05-19,120,0
12,Nova Scotia,2020-05-19,1044,1
11,Prince Edward Island,2020-05-19,27,0
60,Yukon,2020-05-19,11,0
61,Northwest Territories,2020-05-19,5,0
62,Nunavut,2020-05-19,0,0
99,Repatriated travellers,2020-05-19,13,
1,Canada,2020-05-19,79112,70
59,British Columbia,2020-05-20,2467,3
48,Alberta,2020-05-20,6716,0
47,Saskatchewan,2020-05-20,620,0
46,Manitoba,2020-05-20,290,0
35,Ontario,2020-05-20,23774,43
24,Quebec,2020-05-20,44775,71
10,Newfoundland and Labrador,2020-05-20,260,0
13,New Brunswick,2020-05-20,120,0
12,Nova Scotia,2020-05-20,1045,1
11,Prince Edward Island,2020-05-20,27,0
60,Yukon,2020-05-20,11,0
61,Northwest Territories,2020-05-20,5,0
62,Nunavut,2020-05-20,0,0
99,Repatriated travellers,2020-05-20,13,
1,Canada,2020-05-20,80123,118
59,British Columbia,2020-05-21,2479,3
48,Alberta,2020-05-21,6768,4
47,Saskatchewan,2020-05-21,622,1
46,Manitoba,2020-05-21,290,0
35,Ontario,2020-05-21,24187,31
24,Quebec,2020-05-21,45495,82
10,Newfoundland and Labrador,2020-05-21,260,0
13,New Brunswick,2020-05-21,121,0
12,Nova Scotia,2020-05-21,1046,1
11,Prince Edward Island,2020-05-21,27,0
60,Yukon,2020-05-21,11,0
61,Northwest Territories,2020-05-21,5,0
62,Nunavut,2020-05-21,0,0
99,Repatriated travellers,2020-05-21,13,
1,Canada,2020-05-21,81324,122
59,British Columbia,2020-05-22,2507,3
48,Alberta,2020-05-22,6800,2
47,Saskatchewan,2020-05-22,627,0
46,Manitoba,2020-05-22,292,0
35,Ontario,2020-05-22,24628,28
24,Quebec,2020-05-22,46141,65
10,Newfoundland and Labrador,2020-05-22,260,0
13,New Brunswick,2020-05-22,121,0
12,Nova Scotia,2020-05-22,1048,0
11,Prince Edward Island,2020-05-22,27,0
60,Yukon,2020-05-22,11,0
61,Northwest Territories,2020-05-22,5,0
62,Nunavut,2020-05-22,0,0
99,Repatriated travellers,2020-05-22,13,
1,Canada,2020-05-22,82480,98
59,British Columbia,2020-05-23,2517,2
48,Alberta,2020-05-23,6818,1
47,Saskatchewan,2020-05-23,630,0
46,Manitoba,2020-05-23,292,0
35,Ontario,2020-05-23,25040,27
24,Quebec,2020-05-23,46838,75
10,Newfoundland and Labrador,2020-05-23,260,0
13,New Brunswick,2020-05-23,121,0
12,Nova Scotia,2020-05-23,1049,0
11,Prince Edward Island,2020-05-23,27,0
60,Yukon,2020-05-23,11,0
61,Northwest Territories,2020-05-23,5,0
62,Nunavut,2020-05-23,0,0
99,Repatriated travellers,2020-05-23,13,
1,Canada,2020-05-23,83621,105
59,British Columbia,2020-05-24,2517,0
48,Alberta,2020-05-24,6860,0
47,Saskatchewan,2020-05-24,632,0
46,Manitoba,2020-05-24,292,0
35,Ontario,2020-05-24,25500,25
24,Quebec,2020-05-24,47411,44
10,Newfoundland and Labrador,2020-05-24,260,0
13,New Brunswick,2020-05-24,121,0
12,Nova Scotia,2020-05-24,1050,0
11,Prince Edward Island,2020-05-24,27,0
60,Yukon,2020-05-24,11,0
61,Northwest Territories,2020-05-24,5,0
62,Nunavut,2020-05-24,0,0
99,Repatriated travellers,2020-05-24,13,
1,Canada,2020-05-24,84699,69
59,British Columbia,2020-05-25,2530,4
48,Alberta,2020-05-25,6879,3
47,Saskatchewan,2020-05-25,634,0
46,Manitoba,2020-05-25,292,0
35,Ontario,2020-05-25,25904,29
24,Quebec,2020-05-25,47984,85
10,Newfoundland and Labrador,2020-05-25,260,0
13,New Brunswick,2020-05-25,121,0
12,Nova Scotia,2020-05-25,1051,0
11,Prince Edward Island,2020-05-25,27,0
60,Yukon,2020-05-25,11,0
61,Northwest Territories,2020-05-25,5,0
62,Nunavut,2020-05-25,0,0
99,Repatriated travellers,2020-05-25,13,
1,Canada,2020-05-25,85711,121
59,British Columbia,2020-05-26,2541,0
48,Alberta,2020-05-26,6901,1
47,Saskatchewan,2020-05-26,634,1
46,Manitoba,2020-05-26,292,0
35,Ontario,2020-05-26,26191,21
24,Quebec,2020-05-26,48598,70
10,Newfoundland and Labrador,2020-05-26,260,0
13,New Brunswick,2020-05-26,122,0
12,Nova Scotia,2020-05-26,1052,1
11,Prince Edward Island,2020-05-26,27,0
60,Yukon,2020-05-26,11,0
61,Northwest Territories,2020-05-26,5,0
62,Nunavut,2020-05-26,0,0
99,Repatriated travellers,2020-05-26,13,
1,Canada,2020-05-26,86647,94
59,British Columbia,2020-05-27,2550,1
48,Alberta,2020-05-27,6926,2
47,Saskatchewan,2020-05-27,637,2
46,Manitoba,2020-05-27,292,0
35,Ontario,2020-05-27,26483,32
24,Quebec,2020-05-27,49139,89
10,Newfoundland and Labrador,2020-05-27,260,0
13,New Brunswick,2020-05-27,123,0
12,Nova Scotia,2020-05-27,1053,0
11,Prince Edward Island,2020-05-27,27,0
60,Yukon,2020-05-27,11,0
61,Northwest Territories,2020-05-27,5,0
62,Nunavut,2020-05-27,0,0
99,Repatriated travellers,2020-05-27,13,
1,Canada,2020-05-27,87519,126
59,British Columbia,2020-05-28,2558,2
48,Alberta,2020-05-28,6955,2
47,Saskatchewan,2020-05-28,639,0
46,Manitoba,2020-05-28,294,0
35,Ontario,2020-05-28,26866,34
24,Quebec,2020-05-28,49702,74
10,Newfoundland and Labrador,2020-05-28,261,0
13,New Brunswick,2020-05-28,126,0
12,Nova Scotia,2020-05-28,1055,0
11,Prince Edward Island,2020-05-28,27,0
60,Yukon,2020-05-28,11,0
61,Northwest Territories,2020-05-28,5,0
62,Nunavut,2020-05-28,0,0
99,Repatriated travellers,2020-05-28,13,
1,Canada,2020-05-28,88512,112
59,British Columbia,2020-05-29,2562,0
48,Alberta,2020-05-29,6979,0
47,Saskatchewan,2020-05-29,641,0
46,Manitoba,2020-05-29,294,0
35,Ontario,2020-05-29,27210,41
24,Quebec,2020-05-29,50232,61
10,Newfoundland and Labrador,2020-05-29,261,0
13,New Brunswick,2020-05-29,128,0
12,Nova Scotia,2020-05-29,1055,0
11,Prince Edward Island,2020-05-29,27,0
60,Yukon,2020-05-29,11,0
61,Northwest Territories,2020-05-29,5,0
62,Nunavut,2020-05-29,0,0
99,Repatriated travellers,2020-05-29,13,
1,Canada,2020-05-29,89418,102
59,British Columbia,2020-05-30,2573,0
48,Alberta,2020-05-30,6992,0
47,Saskatchewan,2020-05-30,645,0
46,Manitoba,2020-05-30,294,0
35,Ontario,2020-05-30,27533,17
24,Quebec,2020-05-30,50651,76
10,Newfoundland and Labrador,2020-05-30,261,0
13,New Brunswick,2020-05-30,129,0
12,Nova Scotia,2020-05-30,1056,1
11,Prince Edward Island,2020-05-30,27,0
60,Yukon,2020-05-30,11,0
61,Northwest Territories,2020-05-30,5,0
62,Nunavut,2020-05-30,0,0
99,Repatriated travellers,2020-05-30,13,
1,Canada,2020-05-30,90190,94
59,British Columbia,2020-05-31,2573,0
48,Alberta,2020-05-31,7010,0
47,Saskatchewan,2020-05-31,646,1
46,Manitoba,2020-05-31,295,0
35,Ontario,2020-05-31,27859,19
24,Quebec,2020-05-31,51059,202
10,Newfoundland and Labrador,2020-05-31,261,0
13,New Brunswick,2020-05-31,132,0
12,Nova Scotia,2020-05-31,1056,0
11,Prince Edward Island,2020-05-31,27,0
60,Yukon,2020-05-31,11,0
61,Northwest Territories,2020-05-31,5,0
62,Nunavut,2020-05-31,0,0
99,Repatriated travellers,2020-05-31,13,
1,Canada,2020-05-31,90947,222
59,British Columbia,2020-06-01,2597,1
48,Alberta,2020-06-01,7044,0
47,Saskatchewan,2020-06-01,646,0
46,Manitoba,2020-06-01,295,0
35,Ontario,2020-06-01,28263,10
24,Quebec,2020-06-01,51354,20
10,Newfoundland and Labrador,2020-06-01,261,0
13,New Brunswick,2020-06-01,132,0
12,Nova Scotia,2020-06-01,1057,0
11,Prince Edward Island,2020-06-01,27,0
60,Yukon,2020-06-01,11,0
61,Northwest Territories,2020-06-01,5,0
62,Nunavut,2020-06-01,0,0
99,Repatriated travellers,2020-06-01,13,
1,Canada,2020-06-01,91705,31
59,British Columbia,2020-06-02,2601,0
48,Alberta,2020-06-02,7057,0
47,Saskatchewan,2020-06-02,646,0
46,Manitoba,2020-06-02,297,0
35,Ontario,2020-06-02,28709,17
24,Quebec,2020-06-02,51593,52
10,Newfoundland and Labrador,2020-06-02,261,0
13,New Brunswick,2020-06-02,133,0
12,Nova Scotia,2020-06-02,1057,0
11,Prince Edward Island,2020-06-02,27,0
60,Yukon,2020-06-02,11,0
61,Northwest Territories,2020-06-02,5,0
62,Nunavut,2020-06-02,0,0
99,Repatriated travellers,2020-06-02,13,
1,Canada,2020-06-02,92410,69
59,British Columbia,2020-06-03,2623,1
48,Alberta,2020-06-03,7076,2
47,Saskatchewan,2020-06-03,647,0
46,Manitoba,2020-06-03,298,0
35,Ontario,2020-06-03,29047,19
24,Quebec,2020-06-03,51884,81
10,Newfoundland and Labrador,2020-06-03,261,0
13,New Brunswick,2020-06-03,135,0
12,Nova Scotia,2020-06-03,1058,0
11,Prince Edward Island,2020-06-03,27,0
60,Yukon,2020-06-03,11,0
61,Northwest Territories,2020-06-03,5,0
62,Nunavut,2020-06-03,0,0
99,Repatriated travellers,2020-06-03,13,
1,Canada,2020-06-03,93085,103
59,British Columbia,2020-06-04,2632,0
48,Alberta,2020-06-04,7091,1
47,Saskatchewan,2020-06-04,648,0
46,Manitoba,2020-06-04,298,0
35,Ontario,2020-06-04,29403,45
24,Quebec,2020-06-04,52143,91
10,Newfoundland and Labrador,2020-06-04,261,0
13,New Brunswick,2020-06-04,136,1
12,Nova Scotia,2020-06-04,1058,1
11,Prince Edward Island,2020-06-04,27,0
60,Yukon,2020-06-04,11,0
61,Northwest Territories,2020-06-04,5,0
62,Nunavut,2020-06-04,0,0
99,Repatriated travellers,2020-06-04,13,
1,Canada,2020-06-04,93726,139
59,British Columbia,2020-06-05,2632,1
48,Alberta,2020-06-05,7098,0
47,Saskatchewan,2020-06-05,649,0
46,Manitoba,2020-06-05,300,0
35,Ontario,2020-06-05,29747,15
24,Quebec,2020-06-05,52398,50
10,Newfoundland and Labrador,2020-06-05,261,0
13,New Brunswick,2020-06-05,136,0
12,Nova Scotia,2020-06-05,1058,0
11,Prince Edward Island,2020-06-05,27,0
60,Yukon,2020-06-05,11,0
61,Northwest Territories,2020-06-05,5,0
62,Nunavut,2020-06-05,0,0
